SID,DATE,AGE,SMR,ポンプ圧_LOADMAP_ポンプ圧(MAX).INDEX._50,ポンプ圧_LOADMAP_ポンプ圧(MAX).INDEX._100,ポンプ圧_LOADMAP_ポンプ圧(MAX).INDEX._150,ポンプ圧_LOADMAP_ポンプ圧(MAX).INDEX._200,ポンプ圧_LOADMAP_ポンプ圧(MAX).INDEX._250,ポンプ圧_LOADMAP_ポンプ圧(MAX).INDEX._300,ポンプ圧_LOADMAP_ポンプ圧(MAX).INDEX._340,ポンプ圧_LOADMAP_ポンプ圧(MAX).INDEX._365,ポンプ圧_LOADMAP_ポンプ圧(MAX).INDEX._365_,AVG,CID,SCORE
PC200-8-N1-316794,20170517,2604,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,0
PC200-8-N1-352415,20170517,2085,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,0
PC200-8-N1-315463,20170517,2877,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,0
PC200-8- -300324,20170517,4069,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,0
PC200-8-N1-352414,20170517,2085,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,0
PC200-8-N1-316793,20170517,2616,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,0
PC200-8-N1-353740,20170517,1872,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,0
PC200-8-N1-315464,20170517,2877,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,0
PC200-8-N1-353741,20170517,1826,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,0
PC200-8-N1-315465,20170517,2877,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,0
PC200-8-N1-353742,20170517,1856,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,0
PC200-8-N1-352412,20170517,2035,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,0
PC200-8- -300321,20170517,4087,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,0
PC200-8-N1-352419,20170517,2085,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,0
PC200-8-N1-352418,20170517,2085,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,0
PC200-8-N1-315470,20170517,2844,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,0
PC200-8-N1-352417,20170517,2085,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,0
PC200-8-N1-315471,20170517,2846,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,0
PC200-8-N1-352416,20170517,2085,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,0
PC200-8-N1-315472,20170517,2846,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,0
PC200-8-N1-353749,20170517,1867,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,0
PC200-10- -452999,20170517,732,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,0
PC200-10- -452998,20190917,1635,50605552,0.3917882369902812,0.17186189373055352,0.25282257567311983,0.11181520162056527,0.039390065343027976,0.02325398999698689,0.0056149175094463944,0.0027431970310293225,7.099221049895869E-4,0.1111111111111111,6,1
PC200-10- -451669,20190917,1970,57265211,0.3555019992853951,0.1853801080030946,0.2677666375838552,0.10520072998595954,0.045817765344477644,0.03287074241287612,0.00442877963027151,0.0022402606706539508,7.929770834163171E-4,0.1111111111111111,3,1
PC200-10- -451664,20190917,1875,67965858,0.25569442528041064,0.1826603292494299,0.29474734211403614,0.15244446704402673,0.06205131700095657,0.036665953661616395,0.011165929811406192,0.0033038205741476845,0.001266415263969742,0.1111111111111111,1,1
PC200-10- -452997,20170517,803,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,0
PC200-10- -452996,20170517,803,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,0
PC200-10- -451665,20170517,1112,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,0
PC200-10- -452980,20190917,1728,37133769,0.2958609184001764,0.20009897190883047,0.2942812511167396,0.11334884966834366,0.05093816358905017,0.034597242202912395,0.00717363217291517,0.002530203707574095,0.0011707672334580418,0.1111111111111111,3,1
PC200-10- -452982,20170517,825,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,0
PC200-10- -451651,20170517,1076,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,0
PC200-10- -452981,20190917,1728,14658407,0.30904135763183543,0.15577163330230903,0.24660469585815156,0.14566316790085035,0.07100853455631298,0.05629861416728298,0.011572676348801067,0.0028587690326786533,0.0011805512017779285,0.1111111111111111,9,2
PC200-8-N1-314128,20170517,3242,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,0
PC200-8-N1-315459,20170517,2846,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,0
PC200-8-N1-353732,20170517,1871,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,0
PC200-8-N1-352400,20170517,2070,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,0
PC200-8-N1-316787,20170517,2634,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,0
PC200-8-N1-315455,20170517,2939,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,0
PC200-8-N1-316786,20170517,2605,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,0
PC200-8-N1-314125,20170517,3242,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,0
PC200-8-N1-315456,20170517,2846,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,0
PC200-8-N1-353733,20170517,1850,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,0
PC200-8-N1-315457,20170517,2846,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,0
PC200-8-N1-314126,20170517,3242,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,0
PC200-8- -300338,20170517,4096,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,0
PC200-8-N1-314127,20170517,3242,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,0
PC200-8-N1-316788,20170517,2604,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,0
PC200-8-N1-316783,20170517,2605,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,0
PC200-8-N1-352404,20170517,2085,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,0
PC200-8-N1-314121,20170517,3242,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,0
PC200-8-N1-352402,20170517,2066,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,0
PC200-8-N1-314122,20170517,3242,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,0
PC200-8- -300334,20170517,4050,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,0
PC200-8-N1-315453,20170517,2907,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,0
PC200-8-N1-353730,20170517,1869,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,0
PC200-8-N1-316785,20170517,2605,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,0
PC200-8-N1-352401,20170517,2066,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,0
PC200-8-N1-315454,20170517,2931,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,0
PC200-8-N1-353731,20170517,1871,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,0
PC200-8-N1-352408,20170517,2085,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,0
PC200-8- -300332,20170517,4093,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,0
PC200-8-N1-352407,20170517,2085,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,0
PC200-8- -300331,20170517,4081,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,0
PC200-8-N1-352406,20170517,2085,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,0
PC200-8-N1-315460,20170517,2846,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,0
PC200-8-N1-352405,20170517,2085,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,0
PC200-8-N1-315461,20170517,2877,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,0
PC200-8-N1-316791,20170517,2605,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,0
PC200-8-N1-353737,20170517,1869,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,0
PC200-8-N1-352409,20170517,2070,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,0
PC200-8-N1-353739,20170517,1846,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,0
PC200-10- -452987,20190917,1631,49569881,0.39440173358495656,0.15811809191149762,0.23620920130915787,0.13068169358728135,0.04447509163881188,0.025140952022862432,0.008146600150200078,0.0021626640580395986,6.639717371925908E-4,0.1111111111111111,6,1
PC200-10- -451656,20190917,1781,61306472,0.34851731477877246,0.17186878736065583,0.2759949226894022,0.12219483124065596,0.04542714511446687,0.028992224507715922,0.003920597486020726,0.002330993699979996,7.531831223300535E-4,0.1111111111111111,3,1
PC200-10- -452984,20190917,1698,77242252,0.45239210529491036,0.15117184827806418,0.22096067318182283,0.09947603547343493,0.03969353456965496,0.025989571096399416,0.006783398806135274,0.0026946909833752645,8.381423162027953E-4,0.1111111111111111,2,1
PC200-10- -452986,20190917,1698,35233129,0.24769100127326188,0.23675884704988875,0.2949181720420006,0.1253013605462064,0.0525138712488465,0.031141372655264312,0.0077373485619173935,0.0028682947801769183,0.0010697318424372697,0.1111111111111111,1,1
PC200-10- -451655,20170517,1052,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,0
PC200-10- -452985,20190917,1698,67742166,0.3703682577849666,0.168565587347768,0.2649692216809247,0.11733662310118634,0.04325943755621868,0.025189038094825606,0.007216066873326725,0.002389058537041759,7.067090237415793E-4,0.1111111111111111,6,1
PC200-10- -451640,20190917,1832,47751101,0.3882844711789996,0.20203136258575483,0.2597044830442758,0.09412804952916164,0.03181354917868805,0.017128149568739787,0.0043607999740152585,0.002107092776771786,4.420421635932541E-4,0.1111111111111111,6,1
PC200-8-N1-314157,20170517,3235,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,0
PC200-8-N1-314158,20170517,3235,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,0
PC200-8-N1-353722,20170517,1874,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,0
PC200-8-N1-314159,20170517,3242,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,0
PC200-8-N1-315484,20170517,2879,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,0
PC200-8-N1-315485,20170517,2878,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,0
PC200-8- -300301,20170517,4087,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,0
PC200-8-N1-314155,20170517,3242,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,0
PC200-8-N1-315487,20170517,2849,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,0
PC200-8-N1-314156,20170517,3221,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,0
PC200-8-N1-314160,20170517,3242,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,0
PC200-8-N1-353729,20170517,1871,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,0
PC200-8-N1-315492,20170517,2938,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,0
PC200-8-N1-314161,20170517,3242,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,0
PC200-8-N1-314162,20170517,3235,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,0
PC200-8-N1-315494,20170517,2909,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,0
PC200-8-N1-353726,20170517,1868,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,0
PC200-8-N1-353727,20170517,1862,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,0
PC200-10- -451646,20190917,1832,58724082,0.3348938174972237,0.18688258081241696,0.2856183771421067,0.11515035688425065,0.043112227790976794,0.02798422630088964,0.003519322788221704,0.0021537331141251387,6.853576697886908E-4,0.1111111111111111,3,1
PC200-10- -451645,20190917,1879,123552785,0.3015190632894273,0.16839906927229523,0.29873762861759856,0.1543046237282308,0.04549367300785652,0.02464246354301119,0.004707923014442774,0.001688654772128366,5.069007550092861E-4,0.1111111111111111,3,1
PC200-10- -452973,20190917,1631,90560353,0.4095798411916526,0.14238169985931923,0.21282327598700945,0.13578416594732134,0.05258551719647118,0.03119398176374158,0.009082837828602546,0.00509762809780567,0.0014710521280764,0.1111111111111111,6,1
PC200-10- -451642,20190917,1896,55890130,0.3286812537383613,0.18479962383340315,0.2889652430581214,0.11838929342264905,0.042975512849943276,0.028093976521435894,0.005453485257593782,0.0020187464226689043,6.228648958232876E-4,0.1111111111111111,3,1
PC200-10- -451644,20190917,1832,61690565,0.3174261250484576,0.19725272414023118,0.28718662246001475,0.11368211654407769,0.045520510308180835,0.03316215372642478,0.0034991736580788327,0.0018216724064692876,4.4890170806508256E-4,0.1111111111111111,3,1
PC200-10- -451643,20190917,1912,54314028,0.3533450142935449,0.1973099288456382,0.2607799222698048,0.10221836244588599,0.04392515318510349,0.029414261081870046,0.00956649725923476,0.0025536128530183767,8.872477658994468E-4,0.1111111111111111,3,1
PC200-10- -452974,20170517,739,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,0
PC200-8- -300318,20170517,4069,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,0
PC200-8-N1-314146,20170517,3242,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,0
PC200-8-N1-315477,20170517,2846,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,0
PC200-8-N1-314147,20170517,3242,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,0
PC200-8-N1-315478,20170517,2846,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,0
PC200-8-N1-314148,20170517,3242,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,0
PC200-8- -300316,20170517,4088,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,0
PC200-8-N1-315479,20170517,2910,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,0
PC200-8-N1-314149,20170517,3242,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,0
PC200-8- -300315,20170517,4025,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,0
PC200-8-N1-353713,20170517,1874,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,0
PC200-8- -300314,20170517,4079,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,0
PC200-8-N1-314143,20170517,3236,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,0
PC200-8-N1-314144,20170517,3242,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,0
PC200-8-N1-315475,20170517,2844,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,0
PC200-8-N1-315476,20170517,2846,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,0
PC200-8-N1-314145,20170517,3242,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,0
PC200-8-N1-353718,20170517,1874,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,0
PC200-8-N1-315480,20170517,2943,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,0
PC200-8-N1-315481,20170517,2939,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,0
PC200-8-N1-315482,20170517,2851,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,0
PC200-8-N1-314151,20170517,3235,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,0
PC200-8-N1-314152,20170517,3242,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,0
PC200-10- -452969,20190917,1684,52046803,0.32022278102268836,0.1083885978548961,0.25894270585649615,0.18421648299896537,0.06449331767793691,0.04699670025841933,0.013457060945703044,0.0023790510245172984,9.033023603774472E-4,0.1111111111111111,7,2
PC200-8-N1-353715,20170517,1876,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,0
PC200-10- -451638,20190917,1832,71387012,0.31336327678205667,0.19526968014854018,0.279944242518513,0.12140384864406427,0.05232185653042881,0.03170931149212409,0.0035019675567875006,0.001980500318461291,5.053160090241625E-4,0.1111111111111111,3,1
PC200-8-N1-353717,20170517,1874,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,0
PC200-10- -451634,20190917,1835,114476475,0.29752738280943747,0.1589582575808698,0.285762887090994,0.1562204461659044,0.05553531413331866,0.03723073234042191,0.005447975228098175,0.002582032684007784,7.349719669477942E-4,0.1111111111111111,9,2
PC200-10- -451637,20190917,1832,74927104,0.31561597522840334,0.1806521442494294,0.28893534975007173,0.12745959059087617,0.04678014780872887,0.03316438067591669,0.00429701647083544,0.0023849180131131184,7.104772126252203E-4,0.1111111111111111,3,1
PC200-10- -451636,20190917,1832,71273593,0.27106516153886057,0.2035782593421381,0.3132529883823873,0.12252578595273006,0.049108763185265546,0.03366742013413018,0.004429887518088221,0.0018428003201690702,5.28933626230966E-4,0.1111111111111111,1,1
PC200-10- -451631,20190917,1925,48337195,0.3327393325160883,0.13043148242259403,0.16125224063994612,0.20776528302893868,0.08775807119134654,0.07403408493190389,0.00439601429085821,0.001269333067423544,3.541579109007049E-4,0.1111111111111111,7,2
PC200-10- -451630,20190917,1937,118264765,0.38112546877339165,0.11338161454935458,0.21189374536025163,0.17750079662357593,0.07732072185659017,0.029069689522487955,0.006210505724168987,0.002804089620437668,6.933679697414526E-4,0.1111111111111111,7,2
PC200-10- -452961,20190917,1706,46481881,0.30932743449001127,0.13984154384802114,0.2262073903592671,0.16004160847105134,0.08905409830553114,0.06015199772143472,0.01006377087020209,0.00433082731742289,9.813286170583329E-4,0.1111111111111111,7,2
PC200-10- -452964,20190917,1632,35332757,0.6821837310912364,0.08458674764610076,0.10703133072802669,0.06787845624387591,0.034778463509088746,0.02087346311526157,0.0012825775243069768,0.001098329235955179,2.8690090614779935E-4,0.1111111111111111,5,1
PC200-10- -451632,20190917,1879,83958332,0.35067611872041476,0.17064420717648368,0.2579884864792216,0.13489180561614778,0.04803335063874304,0.029121016839638976,0.005018608516424552,0.0026238729945230453,0.0010025330184025094,0.1111111111111111,3,1
PC200-8-N1-315426,20170517,2815,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,0
PC200-8-N1-315427,20170517,2815,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,0
PC200-8-N1-315428,20170517,2815,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,0
PC200-8-N1-315429,20170517,2877,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,0
PC200-8-N1-315422,20170517,2815,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,0
PC200-8-N1-315423,20170517,2800,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,0
PC200-8-N1-353700,20170517,1855,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,0
PC200-8-N1-315424,20170517,2815,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,0
PC200-8-N1-315425,20170517,2815,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,0
PC200-8-N1-315420,20170517,2939,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,0
PC200-8-N1-316751,20170517,2633,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,0
PC200-8-N1-315421,20170517,2941,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,0
PC200-8-N1-353707,20170517,1874,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,0
PC200-8-N1-357299,20170517,1341,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,0
PC200-8-N1-357296,20170517,1353,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,0
PC200-8-N1-315415,20170517,2953,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,0
PC200-8-N1-315416,20170517,2815,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,0
PC200-8-N1-357295,20170517,1353,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,0
PC200-8-N1-315417,20170517,2941,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,0
PC200-8-N1-357298,20170517,1353,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,0
PC200-8-N1-315418,20170517,2877,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,0
PC200-8-N1-315413,20170517,2968,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,0
PC200-8-N1-315414,20170517,2953,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,0
PC200-8-N1-315410,20170517,2969,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,0
PC200-8-N1-357288,20170517,1330,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,0
PC200-8-N1-315448,20170517,2909,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,0
PC200-8-N1-314117,20170517,3213,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,0
